"","V1","V2","V3"
"0610040J01Rik",1,1,1
"1110017D15Rik",1,1,1
"1300017J02Rik",1,1,1
"1500009C09Rik",1,1,1
"1600029D21Rik",1,1,1
"1700001G11Rik",1,1,1
"1700007F19Rik",1,1,1
"1700007K09Rik",1,1,1
"1700011A15Rik",1,1,1
"1700023F06Rik",1,1,1
"1700034P13Rik",1,1,1
"1700096J18Rik",1,1,1
"1700101I11Rik",1,1,1
"1700110C19Rik",1,1,1
"1700112E06Rik",1,1,1
"1700125H20Rik",1,1,1
"2010010A06Rik",1,1,1
"2010016I18Rik",1,1,1
"2610027K06Rik",1,1,1
"2610028E06Rik",1,1,1
"2610037D02Rik",1,1,1
"2700070H01Rik",1,1,1
"2810471M01Rik",1,1,1
"2900041M22Rik",1,1,1
"3110047P20Rik",1,1,1
"4930407I10Rik",1,1,1
"4930447K03Rik",1,1,1
"4930512B01Rik",1,1,1
"4930528D03Rik",1,1,1
"4930538K18Rik",1,1,1
"4930550L24Rik",1,1,1
"4930562C15Rik",1,1,1
"4930579F01Rik",1,1,1
"4930594C11Rik",1,1,1
"4931406B18Rik",1,1,1
"4933405D12Rik",1,1,1
"4933406M09Rik",1,1,1
"4933415F23Rik",1,1,1
"4933416E03Rik",1,1,1
"4933417D19Rik",1,1,1
"4933424G06Rik",1,1,1
"4933432I09Rik",1,1,1
"5031425F14Rik",1,1,1
"6330409D20Rik",1,1,1
"6430571L13Rik",1,1,1
"9230112J17Rik",1,1,1
"9630028B13Rik",1,1,1
"A230001M10Rik",1,1,1
"A230072E10Rik",1,1,1
"A430092G05Rik",1,1,1
"A730043L09Rik",1,1,1
"A830009L08Rik",1,1,1
"A930018P22Rik",1,1,1
"Abcc6",1,1,1
"Acbd7",1,1,1
"Acot12",1,1,1
"Actl10",1,1,1
"Adamts18",1,1,1
"AF357355",1,1,1
"AI314831",1,1,1
"AI507597",1,1,1
"Akap3",1,1,1
"Akr1b7",1,1,1
"Aldh3a1",1,1,1
"Alox12",1,1,1
"Aloxe3",1,1,1
"Amhr2",1,1,1
"Ankmy1",1,1,1
"Anxa13",1,1,1
"Apol10a",1,1,1
"Apol7d",1,1,1
"Apon",1,1,1
"Arhgap36",1,1,1
"Art5",1,1,1
"Asb14",1,1,1
"Aspa",1,1,1
"Atp6v1c2",1,1,1
"Atp7b",1,1,1
"AW112010",1,1,1
"B230208H11Rik",1,1,1
"Barhl1",1,1,1
"Barx1",1,1,1
"BC018473",1,1,1
"BC094916",1,1,1
"Bex1",1,1,1
"Brsk2",1,1,1
"Btn1a1",1,1,1
"C230024C17Rik",1,1,1
"C730027H18Rik",1,1,1
"Cacng8",1,1,1
"Calcoco2",1,1,1
"Capn9",1,1,1
"Cbs",1,1,1
"Ccdc146",1,1,1
"Ccdc42",1,1,1
"Ccdc63",1,1,1
"Ccdc79",1,1,1
"Ccm2l",1,1,1
"Ccnb3",1,1,1
"Cct6b",1,1,1
"Cd164l2",1,1,1
"Cd200r2",1,1,1
"Cd207",1,1,1
"Cd7",1,1,1
"Cd8a",1,1,1
"Cdh1",1,1,1
"Celf6",1,1,1
"Cftr",1,1,1
"Cgn",1,1,1
"Clcn1",1,1,1
"Cldn2",1,1,1
"Cldn22",1,1,1
"Cldn23",1,1,1
"Clec10a",1,1,1
"Clec4a4",1,1,1
"Clec9a",1,1,1
"Cntn4",1,1,1
"Col19a1",1,1,1
"Col22a1",1,1,1
"Col9a1",1,1,1
"Cpa1",1,1,1
"Cplx3",1,1,1
"Cpne7",1,1,1
"Crp",1,1,1
"Crygn",1,1,1
"Ctf2",1,1,1
"Cyct",1,1,1
"Cyp2c44",1,1,1
"Cyp2d13",1,1,1
"Cyp2d34",1,1,1
"Cyp2d40",1,1,1
"Cyp2d9",1,1,1
"D030047H15Rik",1,1,1
"D630033O11Rik",1,1,1
"Dazl",1,1,1
"Ddi1",1,1,1
"Dmrta1",1,1,1
"Dnahc9",1,1,1
"DQ267101",1,1,1
"Dsg2",1,1,1
"Dynlrb2",1,1,1
"E130309F12Rik",1,1,1
"Eddm3b",1,1,1
"Eif3j2",1,1,1
"Eno4",1,1,1
"Epb4.2",1,1,1
"Epor",1,1,1
"Epx",1,1,1
"Esyt3",1,1,1
"Eva1c",1,1,1
"F630042J09Rik",1,1,1
"F730035M05Rik",1,1,1
"Fam115e",1,1,1
